age,age_onset,birthplace,filename,native_language,sex,speakerid,country,zero_crossing_rate
32.0,15.0,"naples, italy",italian20,italian,male,1123,italy,59606.0
42.0,20.0,"trento, italy",italian21,italian,male,1124,italy,67336.0
23.0,6.0,"teramo, italy",italian22,italian,male,1175,italy,115964.0
34.0,14.0,"cuneo, italy",italian23,italian,female,1177,italy,70313.0
23.0,6.0,"milan, italy",italian24,italian,female,1406,italy,77407.0
40.0,3.5,"wiesbaden, germany",italian25,italian,male,1322,germany,42320.0
49.0,11.0,"siracusa, sicily, italy",italian26,italian,male,1489,italy,68338.0
33.0,10.0,"milan, italy",italian27,italian,female,1543,italy,88896.0
25.0,6.0,"rome, italy",italian28,italian,male,1679,italy,60475.0
21.0,8.0,"trieste, italy",italian29,italian,female,1686,italy,74985.0
55.0,21.0,"florence, italy",italian3,italian,male,219,italy,42173.0
23.0,11.0,"bologna, italy",italian30,italian,male,1741,italy,137995.0
59.0,23.0,"naples, italy",italian31,italian,female,1976,italy,67126.0
49.0,14.0,"sardinia, italy",italian32,italian,male,1984,italy,125754.0
78.0,50.0,"bitonto, italy",italian33,italian,female,2020,italy,151611.0
47.0,11.0,"cremona, italy",italian4,italian,female,220,italy,50294.0
52.0,25.0,"vicenza, veneto, italy",italian5,italian,male,440,italy,45876.0
32.0,15.0,"naples, italy",italian6,italian,female,473,italy,13411.0
24.0,8.0,"naples, italy",italian7,italian,male,553,italy,52495.0
43.0,10.0,"bari, italy",italian8,italian,male,589,italy,70773.0
18.0,8.0,"turin, italy",italian9,italian,male,619,italy,55797.0
36.0,9.0,"hosanna, ethiopia",kambaata1,kambaata,male,978,ethiopia,60884.0
51.0,7.0,"durame, ethiopia",kambaata2,kambaata,male,1002,ethiopia,87804.0
54.0,8.0,"hosanna, ethiopia",kambaata3,kambaata,male,1033,ethiopia,65343.0
26.0,5.0,"bangalore, india",kannada1,kannada,female,228,india,58127.0
20.0,4.0,"auburn, australia",khmer6,khmer,female,1669,australia,102580.0
19.0,16.0,"new orleans, louisiana, usa",kikongo1,kikongo,male,464,usa,42467.0
38.0,6.0,"hyderabad, andhra pradesh, india",konkani1,konkani,female,438,india,60772.0
29.0,13.0,"ui jong bu, south korea",korean1,korean,male,238,south korea,94992.0
34.0,13.0,"kwangju, south korea",korean10,korean,male,483,south korea,90853.0
26.0,14.0,"seoul, south korea",korean11,korean,male,559,south korea,63045.0
31.0,31.0,"sokcho, south korea",korean12,korean,male,608,south korea,69687.0
50.0,12.0,"pusan, south korea",korean13,korean,female,759,south korea,102861.0
42.0,40.0,"pusan, south korea",korean15,korean,male,1005,south korea,67674.0
30.0,13.0,"nonsan, south korea",korean16,korean,female,1006,south korea,70050.0
21.0,8.0,"cheju-do, south korea",korean17,korean,male,1007,south korea,93874.0
25.0,7.0,"seoul, south korea",korean18,korean,male,1117,south korea,53158.0
21.0,14.0,"seoul, south korea",korean19,korean,female,1118,south korea,76560.0
23.0,14.0,"taegu, south korea",korean2,korean,female,239,south korea,57401.0
58.0,13.0,"inchon, south korea",korean20,korean,female,1126,south korea,79473.0
21.0,12.0,"ulsan, south korea",korean21,korean,male,1142,south korea,22473.0
19.0,8.0,"inchon, south korea",korean22,korean,female,1145,south korea,63310.0
49.0,12.0,"seoul, south korea",korean23,korean,female,1196,south korea,87439.0
42.0,13.0,"seoul, south korea",korean24,korean,male,1370,south korea,76786.0
34.0,12.0,"anseong, kyong gi, south korea",korean25,korean,female,1386,south korea,90948.0
23.0,21.0,"seoul, south korea",korean26,korean,male,1507,south korea,63519.0
51.0,14.0,"haenam, south korea",korean27,korean,male,1624,south korea,152988.0
62.0,13.0,"seoul, south korea",korean28,korean,female,1663,south korea,101105.0
19.0,8.0,"masan, south korea",korean29,korean,female,1687,south korea,69573.0
19.0,17.0,"seoul, south korea",korean3,korean,female,240,south korea,53961.0
49.0,14.0,"seoul, south korea",korean30,korean,female,1690,south korea,138485.0
18.0,7.0,"seoul, south korea",korean31,korean,female,1696,south korea,117254.0
35.0,28.0,"seoul, south korea",korean32,korean,female,1715,south korea,134096.0
30.0,13.0,"seongnam, south korea",korean33,korean,female,1722,south korea,74073.0
20.0,11.0,"seoul, south korea",korean34,korean,female,1814,south korea,121937.0
48.0,12.0,"kwangju, south korea",korean35,korean,male,1815,south korea,92289.0
51.0,12.0,"taegu, south korea",korean36,korean,female,1838,south korea,127819.0
27.0,14.0,"seoul, south korea",korean37,korean,female,1843,south korea,95612.0
25.0,10.0,"inchon, south korea",korean38,korean,male,1848,south korea,66909.0
55.0,14.0,"pusan, south korea",korean39,korean,male,1862,south korea,118790.0
29.0,15.0,"seoul, south korea",korean4,korean,female,241,south korea,47159.0
21.0,17.0,"seoul, south korea",korean40,korean,female,1943,south korea,48843.0
50.0,12.0,"seoul, south korea",korean41,korean,female,1946,south korea,80642.0
26.0,3.0,"bayside, new york, usa",korean42,korean,male,1950,usa,123918.0
20.0,13.0,"taejon, south korea",korean43,korean,male,1952,south korea,72402.0
49.0,14.0,"inchon, south korea",korean44,korean,male,1971,south korea,129488.0
28.0,13.0,"inchon, south korea",korean45,korean,male,1982,south korea,72868.0
21.0,21.0,"seoul, south korea",korean46,korean,female,2015,south korea,84423.0
23.0,10.0,"seoul, south korea",korean47,korean,male,2058,south korea,113815.0
32.0,27.0,"seoul, south korea",korean48,korean,male,2075,south korea,57925.0
22.0,7.0,"an yang, south korea",korean49,korean,female,2098,south korea,118158.0
50.0,12.0,"seoul, south korea",korean5,korean,female,242,south korea,148053.0
57.0,13.0,"taejon, south korea",korean50,korean,female,2133,south korea,149047.0
25.0,16.0,"seoul, south korea",korean51,korean,male,2134,south korea,50056.0
40.0,12.0,"seoul, south korea",korean52,korean,male,2158,south korea,56583.0
21.0,12.0,"sunchun, south korea",korean6,korean,female,243,south korea,68634.0
32.0,10.0,"seoul, south korea",korean7,korean,male,244,south korea,24623.0
39.0,13.0,"seoul, south korea",korean8,korean,female,452,south korea,56017.0
34.0,12.0,"taejon, south korea",korean9,korean,male,474,south korea,64147.0
24.0,5.0,"kerala state, kerala state, india",malayalam1,malayalam,male,255,india,68280.0
29.0,5.0,"trivandrum, kerala, india",malayalam2,malayalam,female,592,india,57945.0
19.0,3.5,"bangalore, india",malayalam3,malayalam,female,1780,india,58988.0
26.0,13.0,"shanxi province, shanxi, china",mandarin1,mandarin,female,256,china,73872.0
19.0,3.0,"beijing, china",mandarin10,mandarin,male,491,china,43503.0
49.0,20.0,"dalian, liaoning, china",mandarin14,mandarin,male,719,china,111840.0
26.0,13.0,"wuhan, hubei, china",mandarin17,mandarin,male,796,china,65524.0
27.0,13.0,"qinzhou, guangxi, china",mandarin19,mandarin,male,916,china,101130.0
38.0,14.0,"nanjing, china",mandarin2,mandarin,female,257,china,88908.0
38.0,9.0,"chengdu, sichuan, china",mandarin21,mandarin,female,984,china,87958.0
39.0,11.0,"haikou, hainan, china",mandarin22,mandarin,female,1019,china,45514.0
21.0,10.0,"shanghai, china",mandarin24,mandarin,female,1089,china,86624.0
28.0,13.0,"wuxi, jiangsu, china",mandarin25,mandarin,female,1125,china,79667.0
31.0,12.0,"emei, sichuan, china",mandarin26,mandarin,female,1141,china,36877.0
18.0,15.0,"chengdu, sichuan, china",mandarin27,mandarin,male,1154,china,77821.0
45.0,15.0,"shanghai, china",mandarin28,mandarin,male,1447,china,136955.0
24.0,4.0,"lanzhou, gansu, china",mandarin29,mandarin,male,1490,china,52147.0
43.0,10.0,"jilin city, jilin, china",mandarin3,mandarin,male,258,china,79511.0
26.0,13.0,"wenzhou, zhejiang, china",mandarin31,mandarin,female,1519,china,79210.0
25.0,6.0,"beijing, china",mandarin33,mandarin,male,1541,china,36560.0
31.0,13.0,"shi jia zhuang, hebei, china",mandarin34,mandarin,female,1578,china,56297.0
27.0,12.0,"yantai, shandong, china",mandarin35,mandarin,female,1579,china,62128.0
32.0,10.0,"beijing, china",mandarin36,mandarin,female,1580,china,110990.0
32.0,12.0,"huhot, nei meng gu, china",mandarin37,mandarin,female,1581,china,121894.0
33.0,12.0,"changsha, hunan, china",mandarin38,mandarin,female,1582,china,119695.0
24.0,12.0,"tie ling, liaoning, china",mandarin39,mandarin,female,1583,china,86858.0
24.0,6.0,"shanghai, china",mandarin4,mandarin,female,259,china,110193.0
28.0,12.0,"chengdu, sichuan, china",mandarin40,mandarin,male,1614,china,73678.0
34.0,13.0,"songyuan, jilin, china",mandarin41,mandarin,female,1615,china,118112.0
47.0,16.0,"yanbian, jilin, china",mandarin42,mandarin,female,1616,china,107701.0
24.0,15.0,"datong, shanxi, china",mandarin43,mandarin,female,1617,china,69943.0
21.0,16.0,"hangzhou, zhejiang, china",mandarin44,mandarin,male,1630,china,110714.0
42.0,12.0,"beijing, china",mandarin45,mandarin,female,1631,china,127783.0
43.0,9.0,"jilin city, jilin, china",mandarin46,mandarin,female,1636,china,87855.0
28.0,8.0,"beijing, china",mandarin47,mandarin,female,1644,china,106732.0
37.0,12.0,"pingdingshan, henan, china",mandarin48,mandarin,male,1645,china,68523.0
21.0,10.0,"shanghai, china",mandarin49,mandarin,male,1736,china,71845.0
31.0,12.0,"beijing, china",mandarin5,mandarin,female,260,china,110797.0
25.0,10.0,"tianjin, hebei, china",mandarin51,mandarin,male,1792,china,65073.0
26.0,6.0,"shaoxing, zhejiang, china",mandarin52,mandarin,female,1793,china,67406.0
38.0,13.0,"ningbo, zhejiang, china",mandarin53,mandarin,female,1817,china,105237.0
25.0,10.0,"chengdu, sichuan, china",mandarin54,mandarin,female,1900,china,86742.0
25.0,13.0,"loudi, hunan, china",mandarin55,mandarin,female,1909,china,112298.0
26.0,11.0,"baoding, hebei, china",mandarin56,mandarin,female,1910,china,71066.0
20.0,12.0,"shanghai, china",mandarin57,mandarin,male,1990,china,85033.0
23.0,7.0,"superior, colorado, usa",mandarin58,mandarin,male,2000,usa,77684.0
20.0,6.0,"kunming, yunnan, china",mandarin59,mandarin,female,2019,china,190546.0
28.0,12.0,"le shan, sichuan, china",mandarin6,mandarin,female,261,china,115538.0
41.0,13.0,"guiyang, guizhou, china",mandarin60,mandarin,female,2109,china,57384.0
33.0,16.0,"shangrao, jiangxi, china",mandarin61,mandarin,female,2116,china,128564.0
24.0,7.0,"shanghai, china",mandarin62,mandarin,male,2117,china,37566.0
27.0,12.0,"jiaozuo, henan, china",mandarin63,mandarin,male,2119,china,86443.0
24.0,10.0,"fuzhou, fujian, china",mandarin64,mandarin,female,2129,china,140181.0
20.0,5.0,"tianjin, hebei, china",mandarin65,mandarin,female,2173,china,80845.0
22.0,5.0,"berkeley, california, usa",mandarin7,mandarin,male,262,usa,85240.0
29.0,12.0,"jingmen, hubei, china",mandarin8,mandarin,male,430,china,63733.0
38.0,12.0,"shanghai, china",mandarin9,mandarin,male,451,china,57942.0
21.0,3.0,"bombay, india",marathi1,marathi,female,264,india,62064.0
28.0,10.0,"madras, india",marathi2,marathi,male,265,india,64718.0
31.0,2.0,"bombay, india",marathi3,marathi,male,837,india,74373.0
25.0,5.0,"jining, inner mongolia, china",mongolian8,mongolian,male,1842,china,69366.0
19.0,5.0,"yekaterinburg, russia",mongolian9,mongolian,male,1896,russia,59794.0
24.0,12.0,"shangri-la, yunnan, china",naxi1,naxi,female,2164,china,87662.0
35.0,5.0,"bargarh, orissa, india",oriya1,oriya,male,475,india,50165.0
32.0,6.0,"orissa, india",oriya2,oriya,male,1084,india,123673.0
33.0,11.0,"wellga, ethiopia",oromo1,oromo,female,275,ethiopia,35149.0
33.0,10.0,"yabello, burana, ethiopia",oromo2,oromo,male,1042,ethiopia,78314.0
35.0,8.0,"dembi dollo, ethiopia",oromo3,oromo,female,1152,ethiopia,51844.0
26.0,23.0,"janow, poland",polish1,polish,female,277,poland,57229.0
30.0,15.0,"wolanow, poland",polish10,polish,female,842,poland,97261.0
56.0,10.0,"warsaw, poland",polish11,polish,female,843,poland,44595.0
40.0,20.0,"warsaw, poland",polish12,polish,male,883,poland,70533.0
22.0,14.0,"gryfino, western pomerania, poland",polish13,polish,male,958,poland,64606.0
97.0,35.0,"warsaw, poland",polish14,polish,male,1171,poland,92716.0
25.0,9.0,"ketrzyn, poland",polish15,polish,female,1245,poland,66289.0
19.0,8.0,"koszalin, poland",polish16,polish,male,1278,poland,59479.0
33.0,13.0,"krakow, poland",polish17,polish,female,1453,poland,123264.0
18.0,5.0,"bialystok, poland",polish18,polish,male,1483,poland,54782.0
24.0,7.0,"belchatow, poland",polish19,polish,male,1549,poland,42027.0
26.0,25.0,"mielec, poland",polish2,polish,female,278,poland,114200.0
53.0,4.0,"gdansk, poland",polish20,polish,female,1625,poland,116676.0
30.0,10.0,"kolobrzeg, poland",polish21,polish,male,1651,poland,73084.0
19.0,11.0,"koszalin, poland",polish22,polish,male,1652,poland,125888.0
21.0,8.0,"lobez, poland",polish23,polish,male,1653,poland,49796.0
20.0,10.0,"koszalin, poland",polish24,polish,female,1654,poland,85463.0
20.0,11.0,"koszalin, poland",polish25,polish,male,1671,poland,70615.0
19.0,16.0,"bytow, poland",polish26,polish,male,1737,poland,96921.0
19.0,6.0,"koszalin, poland",polish27,polish,male,1738,poland,105802.0
20.0,10.0,"koszalin, poland",polish28,polish,female,1745,poland,59810.0
20.0,11.0,"sianow, poland",polish29,polish,male,1748,poland,109073.0
31.0,12.0,"nowy sacz, poland",polish3,polish,female,279,poland,72126.0
21.0,9.0,"koszalin, poland",polish30,polish,female,1749,poland,149887.0
34.0,16.0,"trzebnica, poland",polish31,polish,female,1918,poland,107275.0
42.0,14.0,"torun, poland",polish32,polish,male,2062,poland,64240.0
21.0,7.0,"nowa ruda, poland",polish33,polish,male,2064,poland,51514.0
48.0,12.0,"wroclaw, poland",polish34,polish,female,2085,poland,133508.0
47.0,15.0,"krakow, poland",polish4,polish,female,280,poland,71460.0
22.0,9.0,"ozarow maz, poland",polish5,polish,male,482,poland,47812.0
26.0,8.0,"torun, poland",polish6,polish,female,626,poland,62012.0
20.0,6.0,"przemet, poland",polish7,polish,male,728,poland,35443.0
20.0,11.0,"otwock, poland",polish8,polish,male,769,poland,62467.0
23.0,15.0,"ostroleka, poland",polish9,polish,female,841,poland,67036.0
37.0,16.0,"bahia, brazil",portuguese1,portuguese,female,281,brazil,104200.0
21.0,13.0,"novo hamburgo, rio grande do sul, brazil",portuguese10,portuguese,male,282,brazil,89370.0
40.0,7.0,"sao paulo, brazil",portuguese11,portuguese,female,495,brazil,82613.0
18.0,9.0,"santa maria, rio grande do sul, brazil",portuguese13,portuguese,male,520,brazil,55614.0
25.0,8.0,"sao paulo, brazil",portuguese14,portuguese,male,558,brazil,62257.0
54.0,9.0,"sao paulo, brazil",portuguese15,portuguese,male,615,brazil,68483.0
25.0,15.0,"porto alegre, brazil",portuguese16,portuguese,male,632,brazil,77957.0
18.0,15.0,"salinas, brazil",portuguese17,portuguese,male,806,brazil,69092.0
32.0,4.0,"florianopolis, brazil",portuguese19,portuguese,male,829,brazil,19031.0
18.0,10.0,"brasilia, brazil",portuguese2,portuguese,female,283,brazil,52962.0
21.0,10.0,"campinas, brazil",portuguese20,portuguese,male,833,brazil,83936.0
23.0,17.0,"sao paulo, brazil",portuguese21,portuguese,male,891,brazil,34333.0
29.0,10.0,"curitiba, brazil",portuguese23,portuguese,female,938,brazil,58777.0
22.0,11.0,"santos, brazil",portuguese24,portuguese,female,960,brazil,97258.0
20.0,18.0,"rio de janeiro, brazil",portuguese25,portuguese,female,972,brazil,71403.0
25.0,10.0,"campo grande, brazil",portuguese26,portuguese,female,1109,brazil,52102.0
33.0,8.0,"sao paulo, brazil",portuguese27,portuguese,female,1128,brazil,70139.0
36.0,10.0,"sao paulo, brazil",portuguese28,portuguese,female,1187,brazil,79631.0
28.0,8.0,"vitoria, brazil",portuguese29,portuguese,male,1284,brazil,79827.0
18.0,15.0,"blumenau, brazil",portuguese3,portuguese,female,284,brazil,68803.0
26.0,24.0,"juiz de fora, brazil",portuguese30,portuguese,female,1285,brazil,39840.0
29.0,16.0,"belo horizonte, brazil",portuguese31,portuguese,male,1286,brazil,94411.0
29.0,12.0,"volta redonda, brazil",portuguese32,portuguese,male,1305,brazil,55824.0
38.0,28.0,"brasilia, brazil",portuguese33,portuguese,male,1316,brazil,50379.0
18.0,14.0,"porto alegre, brazil",portuguese34,portuguese,male,1376,brazil,28558.0
22.0,9.0,"sao paulo, brazil",portuguese35,portuguese,female,1389,brazil,50243.0
39.0,15.0,"uberlandia, brazil",portuguese36,portuguese,female,1438,brazil,170543.0
43.0,26.0,"sao paulo, brazil",portuguese37,portuguese,female,1454,brazil,51201.0
25.0,15.0,"rio de janeiro, brazil",portuguese38,portuguese,male,1470,brazil,59811.0
26.0,8.0,"sao paulo, brazil",portuguese39,portuguese,female,1553,brazil,90293.0
23.0,0.0,"london, england, uk",portuguese40,portuguese,male,1773,uk,83707.0
32.0,8.0,"coronel fabriciano, minas gerais, brazil",portuguese43,portuguese,female,1922,brazil,55791.0
38.0,24.0,"rio de janeiro, brazil",portuguese44,portuguese,female,1930,brazil,45656.0
19.0,7.0,"salvador, brazil",portuguese45,portuguese,female,1941,brazil,83200.0
22.0,12.0,"rosario do sul, brazil",portuguese47,portuguese,female,1989,brazil,104838.0
31.0,26.0,"sao paulo, brazil",portuguese48,portuguese,male,2120,brazil,87174.0
44.0,15.0,"sao paulo, brazil",portuguese6,portuguese,male,287,brazil,52213.0
40.0,11.0,"vitoria, brazil",portuguese7,portuguese,male,288,brazil,82167.0
26.0,7.0,"fortaleza, brazil",portuguese8,portuguese,male,289,brazil,59724.0
18.0,14.0,"sao paulo, brazil",portuguese9,portuguese,male,290,brazil,52152.0
22.0,11.0,"ludhiana, india",punjabi10,punjabi,male,2040,india,104012.0
26.0,10.0,"hoshiarpur, india",punjabi2,punjabi,male,292,india,39796.0
19.0,6.0,"moga, punjab, india",punjabi3,punjabi,male,751,india,51157.0
33.0,3.0,"moga, india",punjabi4,punjabi,female,836,india,91030.0
49.0,5.0,"ropar, punjab, india",punjabi5,punjabi,male,1612,india,190259.0
44.0,13.0,"jilandhar, punjab, india",punjabi8,punjabi,male,1782,india,74873.0
19.0,11.0,"kot kapura, india",punjabi9,punjabi,male,2039,india,142806.0
37.0,36.0,"nizhni novgorod, russia",russian1,russian,male,299,russia,95867.0
20.0,5.0,"moscow, russia",russian10,russian,female,300,russia,31121.0
54.0,13.0,"ola magadan, russia",russian11,russian,male,301,russia,73751.0
62.0,53.0,"st. petersburg, russia",russian12,russian,male,460,russia,109532.0
26.0,10.0,"moscow, russia",russian13,russian,male,472,russia,30779.0
33.0,18.0,"pskov, russia",russian14,russian,male,609,russia,73477.0
37.0,18.0,"pskov, russia",russian17,russian,male,671,russia,64073.0
23.0,13.0,"komsomolsk-on-amur, russia",russian18,russian,male,831,russia,50580.0
46.0,10.0,"moscow, russia",russian21,russian,female,954,russia,58490.0
33.0,19.0,"sochi, russia",russian24,russian,female,1073,russia,126545.0
21.0,14.0,"moscow, russia",russian27,russian,male,1191,russia,90276.0
18.0,12.0,"stavropol, russia",russian30,russian,male,1279,russia,55662.0
19.0,15.0,"vladivostok, russia",russian34,russian,male,1407,russia,80759.0
27.0,16.0,"dresden, germany",russian35,russian,male,1467,germany,148738.0
25.0,20.0,"moscow, russia",russian36,russian,male,1518,russia,121731.0
31.0,10.0,"st. petersburg, russia",russian37,russian,male,1523,russia,44937.0
25.0,5.0,"brooklyn, new york, usa",russian39,russian,female,1750,usa,95473.0
68.0,38.0,"moscow, russia",russian4,russian,female,304,russia,192822.0
30.0,10.0,"nizhni novgorod, russia",russian41,russian,female,1844,russia,89400.0
24.0,4.0,"moscow, russia",russian42,russian,female,1924,russia,92940.0
27.0,8.0,"st. petersburg, russia",russian43,russian,female,1932,russia,101085.0
29.0,6.0,"penza, russia",russian44,russian,female,1947,russia,48427.0
68.0,14.0,"st. petersburg, russia",russian45,russian,female,2027,russia,91911.0
24.0,7.0,"perm, russia",russian46,russian,female,2105,russia,89484.0
26.0,6.0,"saransk, russia",russian47,russian,female,2107,russia,85176.0
25.0,15.0,"khabarovsk, russia",russian5,russian,female,305,russia,88218.0
26.0,11.0,"moscow, russia",russian6,russian,female,306,russia,116974.0
66.0,12.0,"moscow, russia",russian8,russian,male,308,russia,139243.0
23.0,7.0,"moscow, russia",russian9,russian,male,309,russia,15745.0
20.0,5.0,"miami, florida, usa",spanish72,spanish,female,1238,usa,141147.0
21.0,6.0,"alexandria, virginia, usa",tagalog17,tagalog,male,2146,usa,95948.0
21.0,7.0,"taishan, guangdong, china",taishan1,taishan,male,362,china,128177.0
35.0,4.0,"madras, tamil nadu, india",tamil2,tamil,female,429,india,48272.0
26.0,10.0,"chennai, india",tamil3,tamil,male,531,india,50938.0
36.0,5.0,"coimbatore, tamil nadu, india",tamil5,tamil,female,1723,india,47924.0
47.0,6.0,"bangalore, karnataka, india",tamil6,tamil,female,2076,india,78022.0
29.0,10.0,"kargali, tatarstan, russia",tatar1,tatar,female,368,russia,64463.0
31.0,6.0,"kadapa, india",telugu1,telugu,male,369,india,70177.0
18.0,6.0,"guntur, andhra pradesh, india",telugu2,telugu,male,370,india,93736.0
59.0,8.0,"guangdong province, guangdong, china",teochew1,teochew,female,569,china,74440.0
20.0,7.0,"mysore, india",tibetan3,tibetan,female,376,india,134858.0
25.0,17.0,"adigrat, ethiopia",tigrigna1,tigrigna,female,377,ethiopia,71231.0
58.0,15.0,"adigrat, ethiopia",tigrigna6,tigrigna,female,1151,ethiopia,52315.0
27.0,26.0,"bingol, turkey",turkish1,turkish,female,381,turkey,80029.0
27.0,11.0,"ankara, turkey",turkish10,turkish,male,578,turkey,48106.0
24.0,23.0,"kocaeli, turkey",turkish11,turkish,female,634,turkey,71147.0
25.0,20.0,"giresun, turkey",turkish12,turkish,male,672,turkey,84352.0
18.0,3.0,"istanbul, turkey",turkish13,turkish,female,686,turkey,51479.0
23.0,6.0,"istanbul, turkey",turkish14,turkish,female,735,turkey,42914.0
18.0,10.0,"ankara, turkey",turkish15,turkish,male,736,turkey,55991.0
25.0,12.0,"kars, turkey",turkish16,turkish,male,745,turkey,146505.0
31.0,6.0,"ankara, turkey",turkish17,turkish,male,763,turkey,35898.0
27.0,9.0,"stuttgart, germany",turkish18,turkish,male,926,germany,63027.0
25.0,18.0,"istanbul, turkey",turkish19,turkish,male,971,turkey,54089.0
24.0,16.0,"ankara, turkey",turkish2,turkish,male,382,turkey,56921.0
19.0,9.0,"kocaeli, turkey",turkish20,turkish,female,1144,turkey,42066.0
18.0,4.0,"istanbul, turkey",turkish21,turkish,female,1210,turkey,77279.0
23.0,6.0,"istanbul, turkey",turkish22,turkish,male,1282,turkey,45296.0
37.0,11.0,"adana, turkey",turkish23,turkish,female,1291,turkey,106683.0
31.0,12.0,"istanbul, turkey",turkish24,turkish,male,1329,turkey,93901.0
32.0,26.0,"kars, turkey",turkish25,turkish,male,1570,turkey,69041.0
45.0,22.0,"sivas, turkey",turkish26,turkish,male,1704,turkey,92626.0
18.0,7.0,"istanbul, turkey",turkish27,turkish,female,1730,turkey,95730.0
24.0,4.0,"istanbul, turkey",turkish28,turkish,female,1772,turkey,55258.0
21.0,11.0,"ankara, turkey",turkish29,turkish,female,1808,turkey,63019.0
27.0,12.0,"adana, turkey",turkish3,turkish,male,383,turkey,69786.0
24.0,11.0,"izmir, turkey",turkish30,turkish,female,1929,turkey,76013.0
24.0,11.0,"diyarbakir, turkey",turkish31,turkish,male,2032,turkey,138533.0
24.0,11.0,"diyarbakir, turkey",turkish32,turkish,male,2033,turkey,128818.0
24.0,11.0,"diyarbakir, turkey",turkish33,turkish,male,2034,turkey,116371.0
24.0,11.0,"diyarbakir, turkey",turkish34,turkish,male,2035,turkey,86782.0
24.0,11.0,"izmir, turkey",turkish35,turkish,female,2048,turkey,120679.0
26.0,12.0,"istanbul, turkey",turkish36,turkish,female,2168,turkey,104412.0
20.0,14.0,"kayseri, turkey",turkish4,turkish,male,384,turkey,44085.0
30.0,11.0,"istanbul, turkey",turkish5,turkish,female,385,turkey,63751.0
19.0,14.0,"istanbul, turkey",turkish6,turkish,male,386,turkey,42214.0
19.0,13.0,"izmir, turkey",turkish7,turkish,male,387,turkey,82868.0
37.0,17.0,"sivas, turkey",turkish8,turkish,male,478,turkey,93148.0
25.0,11.0,"istanbul, turkey",turkish9,turkish,male,532,turkey,28031.0
19.0,5.0,"woodbridge, virginia, usa",twi5,twi,male,2001,usa,86813.0
24.0,3.0,"bangalore, india",urdu6,urdu,female,1014,india,52467.0
20.0,5.0,"alexandria, virginia, usa",urdu9,urdu,female,1539,usa,47809.0
46.0,45.0,"urumqi, xin jiang, china",uyghur1,uyghur,female,392,china,147867.0
34.0,32.0,"kashgar, china",uyghur2,uyghur,female,826,china,116751.0
49.0,29.0,"urumqi, xin jiang, china",uyghur3,uyghur,female,1703,china,129901.0
24.0,7.0,"tervuren, belgium",vlaams1,vlaams,male,819,belgium,56299.0
21.0,14.0,"turnhout, belgium",vlaams2,vlaams,female,1472,belgium,107497.0
22.0,14.0,"herentals, belgium",vlaams3,vlaams,female,1478,belgium,87240.0
50.0,12.0,"ronse, belgium",vlaams4,vlaams,female,1638,belgium,162058.0
30.0,12.0,"taizhou, zhejiang, china",wu1,wu,female,1646,china,78921.0
30.0,12.0,"changsha, hunan, china",xiang2,xiang,male,1417,china,77168.0
36.0,13.0,"changsha, hunan, china",xiang3,xiang,male,1522,china,86841.0
23.0,10.0,"zhuzhou, hunan, china",xiang4,xiang,female,2163,china,80991.0
19.0,13.0,"yakutsk, russia",yakut1,yakut,female,1252,russia,49834.0
78.0,6.0,"winnipeg, manitoba, canada",yiddish2,yiddish,female,405,canada,63090.0
52.0,5.0,"brooklyn, new york, usa",yiddish3,yiddish,male,1161,usa,52174.0
31.0,1.0,"bethel, alaska, usa",yupik1,yupik,female,571,usa,48673.0
